date,temperature,humidity,irradiance,potential,wind_speed
19510202,23.364,93.424,545.83,2.796,1.7731
19510203,21.539,97.098,450.0,2.3051,1.5756
19510204,21.185,98.11,334.04,1.7111,1.578
19510205,21.509,96.755,425.0,2.1771,1.55
19510206,20.68,98.336,296.93,1.521,1.2416
19510207,20.675,97.388,269.48,1.3804,1.0687
19510208,20.419,97.997,316.72,1.6224,1.2225
19510209,21.104,95.652,365.0,1.8697,1.0198
19510210,23.174,91.415,670.83,3.4364,0.23639
19510211,23.644,93.431,675.0,3.4577,0.4517
19510212,22.73,95.135,612.5,3.1375,1.4161
19510213,22.935,93.912,620.83,3.1802,1.3461
19510214,23.497,92.925,704.17,3.6071,1.2045
19510215,23.103,93.623,600.0,3.0735,1.0497
19510216,23.571,92.194,691.67,3.5431,1.4855
19510217,23.789,92.104,666.67,3.415,1.2489
19510218,23.948,92.695,662.5,3.3937,1.1381
19510219,24.635,91.559,725.0,3.7138,0.98853
19510220,23.394,94.339,733.33,3.7565,1.845
19510221,23.701,92.307,700.0,3.5858,1.3334
19510222,24.461,90.268,708.33,3.6285,1.0297
19510223,24.085,92.486,620.83,3.1802,1.2111
19510224,22.859,94.899,587.5,3.0095,1.6002
19510225,24.023,92.737,712.5,3.6498,0.90969
19510226,24.562,92.45,704.17,3.6071,1.3421
19510227,24.034,93.356,712.5,3.6498,1.2615
19510228,23.781,93.764,654.17,3.351,1.438
19510301,24.002,93.14,712.5,3.6498,1.7834
19510302,24.348,92.293,625.0,3.2016,1.9637
19510303,23.967,93.937,595.83,3.0522,1.6705
19510304,23.344,95.346,566.67,2.9028,1.7781
19510305,23.839,94.341,579.17,2.9668,1.3011
19510306,23.915,94.27,658.33,3.3723,1.3326
19510307,22.978,95.904,570.83,2.9241,1.552
19510308,23.373,95.606,670.83,3.4364,1.4526
19510309,22.79,96.449,516.67,2.6466,1.8903
19510310,22.931,96.302,533.33,2.732,1.42
19510311,23.232,95.845,583.33,2.9881,1.2926
19510312,23.767,95.203,608.33,3.1162,1.5716
19510313,24.597,93.457,679.17,3.4791,1.541
19510314,24.412,94.764,575.0,2.9455,1.2038
19510315,23.933,95.199,695.83,3.5644,1.6048
19510316,23.172,95.798,608.33,3.1162,1.9666
19510317,24.427,93.134,750.0,3.8419,1.6766
19510318,23.771,94.912,745.83,3.8206,1.6106
19510319,23.276,95.993,625.0,3.2016,1.7621
19510320,22.39,97.321,525.0,2.6893,1.3979
19510321,22.274,96.484,500.0,2.5613,1.6429
19510322,23.092,95.426,612.5,3.1375,1.2188
19510323,23.413,95.027,712.5,3.6498,1.1351
19510324,23.688,94.668,762.5,3.9059,0.34805
19510325,23.403,95.704,679.17,3.4791,0.56318
19510326,22.603,97.042,633.33,3.2443,0.61446
19510327,23.722,95.947,679.17,3.4791,0.76575
19510328,22.772,96.786,600.0,3.0735,0.83452
19510329,23.648,94.905,554.17,2.8387,0.92405
19510330,24.33,93.924,716.67,3.6711,1.4446
19510331,23.934,94.606,741.67,3.7992,1.1579
19510401,23.907,94.359,729.17,3.7352,1.7081
19510402,23.308,94.983,475.0,2.4332,1.8136
19510403,23.356,94.255,733.33,3.7565,1.7496
19510404,23.67,93.559,779.17,3.9913,1.6849
19510405,23.234,95.419,595.83,3.0522,1.7598
19510406,23.417,94.666,687.5,3.5217,1.5624
19510407,23.284,94.97,675.0,3.4577,1.7348
19510408,23.731,94.289,695.83,3.5644,1.3599
19510409,24.133,95.064,670.83,3.4364,1.2386
19510410,24.175,94.464,704.17,3.6071,1.3712
19510411,24.235,94.75,758.33,3.8846,1.2054
19510412,22.782,97.063,575.0,2.9455,1.3238
19510413,24.09,94.115,708.33,3.6285,0.29249
19510414,23.556,95.906,675.0,3.4577,0.93833
19510415,24.071,95.358,654.17,3.351,1.8076
19510416,24.877,92.301,779.17,3.9913,1.6153
19510417,24.294,93.457,729.17,3.7352,1.8966
19510418,24.399,92.209,737.5,3.7779,1.4185
19510419,24.528,91.555,825.0,4.2261,1.1212
19510420,24.284,93.605,758.33,3.8846,1.4299
19510421,24.596,92.69,712.5,3.6498,1.0215
19510422,24.285,93.849,725.0,3.7138,1.487
19510423,24.192,94.237,683.33,3.5004,1.6173
19510424,25.067,92.116,770.83,3.9486,1.5707
19510425,24.739,94.152,737.5,3.7779,2.0008
19510426,24.583,94.316,700.0,3.5858,1.8393
19510427,24.173,94.556,666.67,3.415,2.1679
19510428,24.16,94.117,754.17,3.8632,2.0596
19510429,24.482,94.245,658.33,3.3723,1.6654
19510430,24.121,95.298,679.17,3.4791,0.91245
19510501,24.347,94.017,787.5,4.034,0.41056
19510502,24.445,94.553,720.83,3.6925,1.2219
19510503,24.162,95.105,641.67,3.287,1.6555
19510504,23.876,95.205,662.5,3.3937,1.6076
19510505,23.444,95.932,637.5,3.2656,1.6634
19510506,23.695,95.845,691.67,3.5431,0.80603
19510507,24.524,93.864,708.33,3.6285,0.79414
